1998.0,111.4,0.21,0.23,0.41,1.51,3,200.41,154.7,130,40.45,3.7,3,111.43
1992.0,88.57,0.6,0.17,0.64,3.4,3.07,86.44,47.06,47.06,12.26,3.69,2,244.02
1932.0,111.4,0.88,0.54,0.73,3.07,0,127.69,64.94,65.04,16.34,0,2,215.73
2006.0,43.46,0.31,0,0.37,2.6,1.36,35.62,0,43.47,5.25,1.85,1,223.94
1968.0,133.38,1.35,2,0.53,2.35,0,52.63,108.76,60.88,20.7,0,3,287.41
2005.0,122.66,0.37,0.13,0.34,2.29,3,105.1,61.33,61.33,19.29,3.31,2,171.42
1995.0,128.28,0.31,0.4,0.41,3.1,3,109.13,64.14,64.14,19.52,3.7,2,171.88
1977.0,90.84,1.78,0.33,0.84,3.1,3,76.36,91.47,90.84,17.07,4.68,1,334.45
2009.0,76.8,0.33,0,0.1,1.8,3,25.78,0,76.8,24.28,1.8,1,119.58
1966.0,197.45,1.93,1.1,1.02,2.87,2.7,156.56,84.72,82.07,28.15,6.81,2,295.2
2005.0,100.9,0.36,0,0,2.3,1.36,54.52,0,0,19.36,1.82,1,99.26
2004.0,61.26,0.54,0,0,2.2,3,14.1,0,0,7.47,1.8,1,178.6
1968.0,178.01,0.72,1.45,0.61,2.8,0,102.8,98.83,95.71,43.82,0,3,196.9
1900.0,57.12,2.18,1.55,0.84,3.1,3,73.78,36.33,34.95,9.82,1.85,2,564.16
2007.0,488.63,0.27,0.17,0.25,2.26,3,375.66,185.85,211.36,128.36,10.57,3,153.65
2008.0,128.06,0.27,0.13,0.25,1.52,1.52,191.21,77.82,75.88,23.89,1.85,2,149.85
1997.0,92.12,0.55,0.4,0.36,3.1,3,37.29,46.84,45.28,20.76,1.85,2,202.52
1975.0,100.65,2.1,0.4,0.73,2.8,3,80.04,100.65,100.65,21.5,6.45,1,272.03
2007.0,129.65,0.37,0.25,0.26,1.7,3,112.22,3.95,68.12,22.54,1.85,2,110.36
2004.0,67.46,,0.26,0.41,2.8,3,73.53,33.73,33.73,9.62,1.85,2,224.7
2004.0,129.75,,0.13,0.41,2.82,3,93.1,129.75,129.75,18.33,5.02,1,209.94
1987.0,248.4,0.35,0.2,0.48,2.24,3,118,164.05,162,45.66,3.7,2,124.49
1973.0,49,1.64,0,0.73,2.83,3,41,0,49,5.13,3.71,1,320
1988.0,43.15,0.28,0.18,0.74,2.8,3,65.9,44.05,43.15,7.55,3.7,1,269.05
2005.0,104.56,0.37,0.2,0.34,2,2.75,99.27,52.28,52.28,11.03,4.49,2,174.77
2003.0,117.1,0.25,0.13,0.44,2.7,3,120.72,58.55,58.55,20.98,4.33,2,173.77
1997.0,29.68,0.51,0.4,0,3.1,1.36,16.12,29.68,0,3.92,1.85,1,397.01
2002.0,66.2,0.55,0.16,0.49,2.7,0,76.35,33.1,33.1,15.26,0,2,229.41
1986.0,26.94,0.33,0.13,0,2,3,13.39,26.94,0,3.32,2.56,1,151.45
1998.0,123.26,0.49,0.3,0.41,2.8,3,83.64,86.08,78.62,15.05,4.17,2,164.35
2002.0,118.52,0.55,0.4,0.41,2.7,3.01,99.42,118.52,118.52,15.94,4.71,1,258.88
2005.0,152.8,0.37,0.25,0.37,2,3,166.53,93.8,93.8,24.3,3.7,2,190.91
2006.0,252.95,0.27,0.22,0.32,2.06,3,217.38,184,168.72,39.08,1.99,2,126.96
1989.0,73.1,0.3,0.15,0.64,1.7,3.38,79.72,37.72,37.72,11.88,3.69,2,210.1
2006.0,118.59,0.37,0.22,0.37,2.7,3,151.25,71.56,67.13,14.99,2.28,2,149.9
1981.0,93,1.1,0.68,0.57,3.07,3.45,84.55,46.5,46.5,11.25,3.7,2,369.5
1990.0,182.24,0.31,0.18,0.54,3.47,2.61,189.05,108.98,104.38,22.85,5.03,2,147.4
1984.0,209.53,0.59,0.48,0.48,2.94,3.1,124.37,216.59,160.78,37.83,1.85,2,182.69
2003.0,122.9,0.55,0.4,0.41,3.23,3,103.1,65.3,65.3,16.6,3.81,2,237.37
2006.0,116.67,0.37,0.13,0.34,2.7,3,85.54,116.67,116.67,18.4,4.82,1,189.97
2003.0,333.09,0.55,0.36,0.36,2.7,0,222.66,218.14,183.58,71.37,0,2,159.29
1955.0,158.56,0.82,0.19,0.41,3.1,3,118.12,152.97,158.56,40.76,2.5,1,310.56
2002.0,115.44,0.55,0.26,0,2.8,3,75.76,57.72,0,16.8,1.9,2,140.69
2011.0,92.8,0.22,0.13,0.17,1.7,3,79.73,46.4,46.4,16.45,3.99,2,90.75
2006.0,140.91,0.37,0.25,0.37,2.61,3,157.46,70.22,71.82,21.54,5.45,2,170.24
2008.0,77.74,,0.2,0.37,2.7,3,56.95,39.69,1.64,10.77,1.9,2,149.89
1980.0,111.4,,0.13,0.57,2.7,0,66.52,40.02,40.02,14.67,0,2,185.12
2007.0,82.79,0.28,0.13,0.25,1.9,2.8,35.48,82.79,82.79,12.85,2.75,1,125.73
1985.0,107.36,0.6,0.13,0.57,2.7,3,89.25,53.68,53.68,17.44,1.92,2,158.93
2002.0,111.4,0.3,0.13,0.41,2.7,3,85.2,47.57,47.57,13.52,2.62,2,214.19
1994.0,42.5,0.29,0.14,0.49,2.7,3,60.3,43.3,42.5,8,1.85,1,323.84
1950.0,111.4,,2.34,0.84,4.32,3,119.18,96.17,96.17,27,1.85,1,770.5
1984.0,139.52,0.27,0.13,0.57,2.8,0,126.3,139.52,139.52,32.07,0,1,214.62
2005.0,109.93,0.37,0.26,0.34,2.7,2.88,102.73,60.55,60.55,15.8,3.82,2,196.06
1998.0,85.77,0.3,0.13,0.41,2.8,3,81.85,42.7,43.07,10.69,1.83,2,366.91
1950.0,86.42,0.74,0.86,0.71,2.71,3,99.54,46.24,42.43,16.62,2.54,2,294.04
2002.0,228.81,0.54,0.38,0.41,2.72,3.12,191.77,138.95,134.3,38.16,3.56,2,178.75
1958.0,191.86,1.78,1.54,0.61,4.8,3,114.44,196.18,173.8,32.02,3.57,2,374.53
2004.0,56.71,0.52,0,0.29,3.3,0.81,29.18,0,56.71,4.38,1.85,1,246.35
1986.0,78.38,0.6,0.4,0.64,2,3,78.54,39.19,39.19,14.5,3.81,2,458.84
1954.0,111.4,1.78,0.68,0.91,3.4,3.41,64.11,43.49,43.56,9.93,5.28,2,361.35
2007.0,96.94,0.37,0.16,0.34,2.2,2.89,90.64,48.47,48.47,7.96,3.67,2,165.37
1970.0,339.73,0.47,1.26,0.73,1.74,3,355.74,205.24,151.83,66.2,4.06,3,202.95
1990.0,193.89,0.3,0.23,0.57,2.3,3,129.41,177.47,126.04,33.33,3.82,2,178.99
1993.0,141.94,0.57,0.4,0.57,3.4,2.97,142.13,79.76,78.75,19.11,5.4,2,299.39
2002.0,121.88,0.98,0.36,0,3.1,3,60.79,77.63,0,50.96,4.15,2,287.15
1985.0,131.09,,0.4,0.48,2.8,3,69.64,71.98,67.84,32.17,3,2,241.89
2005.0,73.62,0.36,0.26,0,2.4,3,74.89,73.62,0,8.96,1.77,1,263.54
2004.0,98.9,0.26,0.13,0.41,2.1,3,92.46,49.45,49.45,15.61,1.95,2,152.08
2001.0,127,0.55,0.22,0.47,2.3,3,104,66.6,61,19,1.85,2,207.66
1988.0,104.73,0.33,0.16,0.48,1.9,3,71.26,36.89,36.89,14.43,1.14,3,178.47
2005.0,111.4,0.37,0.25,0,2.7,0,37.28,65,0,16,0,3,174.54
1990.0,87.87,0.6,0.4,0.48,2.8,3,55.56,44.57,44.57,9.62,1.8,2,293.58
1985.0,79.43,0.6,0.41,0.64,2.8,3,46.3,40.96,40.93,12.63,1.85,2,257.1
1990.0,81.81,0.6,0.4,0.51,2.29,1.71,81.83,33.21,49.78,47.46,2.32,2,382.9
2000.0,120.08,0.29,0.13,0.41,2.73,3,103.82,70.57,70.57,20.01,3.36,2,203.75
1909.0,34.08,1.64,0,0,3.84,3,11.18,0,0,4.8,2.01,1,237.46
1978.0,122.01,1.05,0.26,0.56,2.28,3,98.71,71.36,68.48,23.59,1.85,2,207.81
1974.0,111.4,1.1,0.4,0.73,3.16,3,76.01,106.07,106.07,22.72,1.85,1,289.43
2005.0,53.77,0.67,0.25,0,2.7,1.36,27.7,53.77,0,8.7,1.75,1,234.65
2015.0,174.84,0.15,0.14,0.12,1.41,2,125.52,94.77,91.29,32.15,2.25,2,50.9
2000.0,160.6,0.27,0.13,0.41,3.1,3,154.89,81.77,76.74,26.43,3.7,3,194.33
1999.0,111.4,0.85,0,0,3.1,3,34.77,0,0,11.43,1.82,1,239.46
2007.0,222.5,0.37,0.22,0.34,2,3,180,96,112,43.2,1.85,2,124.53
2004.0,56,0.97,0,1,2,1.36,31.41,0,56,13.73,1.67,1,338.57
1955.0,73.78,1.56,0.68,0.73,2.75,3,75.42,38,37,14.05,1.85,2,320.68
1993.0,89.07,0.6,0.4,0.57,2.7,3,83.28,53.68,48.1,16.26,1.85,2,294.7
1986.0,72.64,0.65,0.49,0.57,2.8,2.41,39.69,92.81,52.9,10.52,3.5,2,266.54
1996.0,88,,0.13,0.41,2.8,3,84.16,44,44,11.09,2.79,2,260.23
1964.0,162.15,1.6,0.49,0.65,3.76,3.35,187.19,80.78,80.78,25.28,3.46,2,348.33
1981.0,111.4,0.44,0.18,0.48,2.7,3,77.49,121.68,121.68,26.3,1.85,1,232.22
1975.0,91.78,2.1,0.2,0.61,3.21,0,78.16,45.89,45.89,21.19,0,2,242.94
1986.0,80.82,0.32,0.13,0.48,2.33,3.49,40.07,40.9,39.73,9.68,4.06,2,190.36
2003.0,64.04,0.55,0,0,2.8,1.36,51.61,0,0,22.18,1.85,1,299.22
2001.0,63.1,0.33,0.14,0.36,3.1,3,39.45,32.1,32.1,9.35,1.7,2,158.41
1900.0,27,2.1,0.13,1.23,2.8,0,53.4,27,27,6.6,0,1,1459.77
2005.0,50.3,0.37,0.26,0.34,2.7,3,37.7,50.3,50.3,8.5,3.12,1,254.74
1939.0,47,,0,0.61,2.76,3,31,0,47,6.73,1.76,1,377.79
2005.0,106.84,0.37,0.2,0.37,2.2,3,119.85,56.83,57.57,15.58,3.78,2,195.59
1910.0,111.4,0.51,0.25,0.72,3.1,3,96.99,53.45,46.32,10.95,3.62,2,258.66
2006.0,79.2,0.37,0.4,0,2.7,3,30.66,39.2,0,16.64,2.2,2,152.84
1978.0,115.08,0.44,0.16,0.72,3.1,3,113.75,65.47,64.57,18.63,6.19,2,290.63
1999.0,37.87,0.49,0,0,3.48,1.77,20.55,0,0,4.84,1.95,1,266.81
2005.0,113.04,0.37,0.21,0.26,2.23,3,41.6,59.75,56.57,12.1,2.02,2,161.04
1978.0,79.58,0.6,0.13,0.64,3.37,3.03,79.49,40.35,40.35,11.54,3.66,2,295.82
1970.0,111.4,1.39,0.85,0.65,3.02,1.71,103.93,78.1,78.18,32.99,1.85,2,239.47
1976.0,111.4,1.2,0.13,0,2.7,2.45,30.5,41.2,0,6.3,3.7,1,283.6
2002.0,111.4,0.35,0.24,0.41,2.8,3,233.15,103.71,98.96,34.89,1.85,3,198.2
1900.0,92.47,2.16,0.75,0.69,2.8,3,80,67.43,68.33,9.68,3.7,2,471.98
2006.0,124.33,0.37,0.17,0.34,2.2,3,106.6,65.63,65.62,18.37,3.07,2,170.99
1983.0,148.65,0.6,0.49,0.57,2.01,1.6,77.66,162.35,99.18,17.59,3.7,2,252.58
1997.0,191.65,0.48,0.38,0.41,2.74,3,141.29,207.01,146.99,22.53,3.7,2,182.78
1983.0,93.33,0.6,0.26,0.64,3.1,3,76.46,93.33,93.33,26.83,1.85,1,266.37
1932.0,132.49,1.06,0.4,0.62,2.84,0,120.16,96.97,96.97,18.54,0,2,287.91
1994.0,159.48,0.37,0.24,0.41,2.73,1.9,170.92,127.8,119.81,17.76,5.24,2,163.96
2011.0,175.95,0.17,0.14,0.12,1.8,1.4,193.18,106.89,103.68,33.95,1.85,2,84.44
1905.0,114.46,2.12,1.41,0.69,3.26,3,81.59,66.4,63.49,12.2,3.7,2,410.28
1968.0,111.4,2.1,2.3,0.27,2.7,0,80.24,47.1,47.1,23.66,0,2,447.58
2000.0,124,0.55,0.26,0.41,2.7,3,102.5,65.9,65.9,17.9,3.7,2,231.28
1955.0,84.5,0.4,0.2,0.66,3.29,2.95,90.9,49.9,49.9,11.38,1.9,2,306.94
1985.0,111.34,0.3,0.16,0.38,2.7,3,55,53,59,18.61,1.85,2,198.47
2004.0,117.8,0.55,0.14,0.41,2.7,3,115.7,64.6,64.6,27.03,1.85,2,174.51
1984.0,72.29,0.3,0.15,0.64,2.84,0,74.12,72.29,72.29,16.09,0,1,486.85
2006.0,47.53,0.37,0.25,0.26,2.6,3,19.71,7.64,47.53,6.81,1.99,1,179.01
2006.0,104.84,0.37,0.21,0.34,2.03,3,97.06,58.65,58.74,13.62,1.96,2,149.12
2008.0,56.85,0.37,0,0,2.8,0,6.64,0,0,19.83,0,1,129.53
2002.0,146.52,0.29,0.15,0.41,2.6,3,109.67,144.65,146.52,38.58,3.87,1,215.98
1990.0,140.54,0.3,0.13,0.64,2.7,3,143,61.8,82.1,38.66,1.85,2,155.44
1940.0,57.62,2.1,2.3,0.61,2.8,2.9,31.59,28.81,28.81,11.31,1.85,2,472.7
1992.0,124.44,0.6,0.4,0.57,3.1,3.03,98.6,62.22,62.22,19.23,4.97,2,287.14
1959.0,75.82,0.6,0.13,0.58,2.2,0,39.08,37.91,37.91,14.58,0,2,157.71
2000.0,198,0.38,0.17,0.41,2.8,3,174.8,113.5,113,32.26,3.36,2,200.68
1984.0,199.58,0.31,0.58,0.55,3.09,3,179.27,136.81,136.81,57.43,2.76,2,230.94
1977.0,84.41,0.29,0.13,0.84,0,3,85.39,84.41,84.41,0,4.47,1,197.82
2004.0,54.11,0.55,0,0.36,2.2,1.36,23.08,0,54.11,7.26,1.85,1,193.4
1990.0,104.4,0.6,0.13,0.48,4.8,3,45.04,46.4,46.4,12.27,1.85,2,223.95
2004.0,158,,0.13,0.41,2.2,2.6,118.2,158,158,25.72,3.87,1,177.15
1980.0,80.33,0.31,0.13,0.49,2.8,3,39.77,40.69,40.69,11.61,2.73,2,216.36
2009.0,76.39,,0,0,1.49,1.51,45.26,0,0,29.03,1.9,1,111.65
1947.0,71.8,0.7,0.4,0.48,3.56,3,76.3,35.3,35.9,5.4,3.7,2,425.5
1998.0,103.8,,0.17,0.38,2.44,3,101.03,63.55,64.69,20.12,2.93,2,162.86
1996.0,113.07,0.55,0.24,0.43,2.66,3,71.37,58.8,61.6,37.13,3.7,2,177.15
1930.0,87.64,1.64,2.3,0.73,4.67,3,89.28,42.42,40.64,20.79,1.85,2,306.53
2005.0,111.4,0.37,0,0,2.65,0,63.8,0,0,10.1,0,1,212.87
1975.0,92.66,0.7,0.3,0.57,2.51,3,84.07,56.71,56.71,12.99,3.7,2,223.32
1920.0,64.28,1.77,2.3,0.79,3.18,3,84.74,63.16,64.28,8.63,3.14,1,567.42
1998.0,42.59,0.74,0,0,3.23,1.36,76.39,0,0,7.03,1.78,1,216.32
2008.0,75.34,0.37,0,0,2.7,0,53.89,0,0,5.69,0,1,104.67
1975.0,96.34,1.9,0.4,0.65,3.77,3,77.09,50.89,44.96,18.07,1.85,2,284.92
2003.0,61.37,0.55,0.36,0.41,3.1,3.05,47.84,14.74,61.37,8.78,1.85,1,219.44
2005.0,111.4,0.37,0.2,0.31,2.6,3,45,46.96,54.16,15.85,3.89,2,128.34
1970.0,60.14,2.09,0,0.73,3.4,1.36,67.26,0,60.14,7.72,1.85,1,414.79
1987.0,76.68,0.6,0.2,0,2.8,0,71.04,11.16,0,10.59,0,2,252.11
2003.0,53.44,0.64,0.36,1,3.08,3,69.6,51.85,53.44,11.15,2.08,1,440.45
2003.0,232.08,0.55,0.26,0.41,2.83,3,188.02,117.64,117.64,42.38,3.98,2,156.35
2006.0,310.81,0.36,0.19,0.31,2.2,2.91,254.48,238.76,223.94,48.73,5.92,2,144.95
1974.0,119.62,,0.13,0.73,2.8,3,98.87,78,78,20.59,3.7,2,191.98
2000.0,111.4,0.29,0.15,0.45,2.39,2.96,144.99,73.02,75.32,33.13,3.5,2,190.12
1986.0,74.32,0.82,0.49,0.48,3.1,0,52.06,37.16,37.16,13.87,0,2,275.65
1920.0,116.74,,2.3,0.61,4.8,3,80.71,58.37,58.37,12.73,3.42,2,612.07
1970.0,111.4,0.36,0.16,0.44,2.7,3,38.7,39.52,39.52,11.79,6.7,2,170.31
1979.0,122.96,0.92,0.44,0.57,2.2,3,123.06,126.06,95.55,18.62,5.51,1,287.59
2004.0,94.2,0.54,0.28,0.44,2.2,2.6,100.5,48.4,47.1,12.3,2.7,2,212.24
1973.0,111.4,0.66,1.69,0.73,4.73,0,154.19,109.59,109.49,24.62,0,2,286.13
1990.0,72.32,0.31,0.16,0.64,2.2,3,68.29,72.32,72.32,13.99,1.82,1,241.38
2000.0,126.16,0.27,0.13,0.36,2.8,3,95.93,76.34,76.34,24.42,3.87,2,208.02
1990.0,72.16,0.6,0.49,0.7,3.1,3,72.64,46.88,47.99,38.46,1.85,2,374.93
1955.0,68.11,2.06,0.94,0.94,2.9,0,81.07,67.18,68.11,20.34,0,1,816.44
1978.0,109.62,,0.49,0.57,3.1,3,107.83,115.17,115.17,23.19,3.7,1,418.97
2002.0,111.4,0.73,0.36,0.29,1.8,2.81,45.77,57.57,37.73,6.56,3.75,2,234.25
1945.0,71.8,0.34,0.25,0.7,3.1,3,74.04,43.06,43.06,9.18,3.7,2,250.45
1916.0,65.76,0.81,0.97,0.52,2.8,3,53.59,26.92,26.5,7.92,2,3,234.87
1963.0,235.53,1.29,0.45,0.54,2.63,2.78,129.46,158,190.53,38.63,3.7,2,271.34
1969.0,85.23,,0.78,0.58,2.01,3,42.93,49.39,49.39,18.58,1.85,2,239.74
2007.0,57.6,0.26,0,0.25,1.8,1.8,52.2,0,57.6,10.8,3,1,114.67
2001.0,111.4,0.55,0.3,0.44,2.68,2.25,164,132.93,84.4,32.1,3.7,3,215.22
2000.0,74.12,0.57,0,0,2.8,1.36,56.18,0,0,13.49,1.85,1,138.83
2004.0,101.06,,0,0,2.23,1.7,61.06,0,0,25.15,1.89,1,326.1
1940.0,55.38,2.2,0.98,0.84,5.7,3.91,60.54,28.8,27.69,7.63,3.77,2,417.76
1900.0,73.8,0.8,2.3,0.61,4.03,3,42,39,39,12.5,1.9,2,270.02
1975.0,83.5,1.78,0.4,0.61,3.53,3,39.51,41.75,41.75,13.44,1.85,2,230.98
2010.0,129,0.23,0.14,0.16,1.9,3,55.8,64.5,64.5,26.71,1.85,2,79.21
1996.0,119.44,0.29,0.13,0.41,2.7,3,94.21,64.26,64.26,24.06,3.7,2,198.88
1930.0,110.11,,0.16,0.94,1.7,3,110.11,64.92,64.42,7.15,1.85,1,173.43
2000.0,97.86,0.55,0.27,0.44,2.7,3.05,93.74,52.69,52.69,13.42,3.96,2,230.28
1953.0,149.8,0.25,0.93,0.73,3.13,2.28,162.88,78.02,98.99,43.73,8.04,2,269.61
1971.0,98.02,1.1,1.1,0.73,4.8,3,85.05,98.02,98.02,15.77,3.7,1,356.24
2007.0,71.05,0.37,0.25,0.26,1.77,3,20.04,3.44,71.05,8.42,1.85,1,154.09
2008.0,198.56,0.33,0.15,0.25,1.9,2.6,183.6,119.4,116.47,37.46,4.06,2,134.44
1989.0,130.13,0.44,0.4,0.5,2.42,3,139.33,67.65,65.82,30.36,1.73,2,177.02
1900.0,283.51,0.37,0.14,0.33,2,2.75,286.13,148.94,148.31,50.26,3.7,2,115.53
1972.0,82.8,2.4,0.13,0.84,2.7,3,69.15,82.8,82.8,17.01,3.7,1,334.44
1980.0,170.46,0.6,0.29,0.48,2.2,3,148.1,129.55,117.95,19.45,3.7,2,209.17
1997.0,134.82,0.55,0.13,0.42,2.8,3,108.74,121.56,134.82,41.63,1.98,1,254.36
1960.0,20.04,0.59,0,0.73,2.7,3,33,0,20.04,1.63,1.85,1,315.24
1970.0,79.94,0.37,0.35,0.84,3.33,3.21,80.66,42.08,42.08,17.16,1.85,2,273.29
1940.0,147.76,1.3,2.3,0.68,4.12,3,132,77.78,73.87,16.98,3.36,2,383.65
1990.0,119.7,0.29,0.13,0.57,2,3,96.87,119.7,119.7,18.98,3.76,1,223.27
2008.0,89.1,0.24,0.16,0.21,2,2.65,86.47,45.09,45.42,17.05,3.15,2,128.8
1904.0,118.11,1.49,1.44,0.54,4.22,3,61.52,90.35,54.05,16.08,3.24,3,251.92
1947.0,90.37,0.86,0.34,0.5,2.72,3,96.08,89.91,63.37,12.73,2.62,1,340.39
2006.0,104.86,0.54,0.25,0.37,2.12,2.03,94.07,64.27,6.83,31.14,4.07,2,167.44
1977.0,70.7,0.37,0.16,0.73,2.2,3,75.78,35.48,35.48,12.61,1.89,2,197.45
2002.0,167.78,0.55,0.36,0.43,3.1,2.98,163.91,97.1,97.1,24.46,10.27,2,220.74
2008.0,93.25,0.37,0,0,1.61,0,17.46,0,0,58.5,0,1,91.41
1985.0,127.24,0.29,0.13,0.57,2.1,3,102.21,127.24,127.24,28.21,1.76,1,211.61
2002.0,138.6,0.55,0.22,0.41,2.7,3,123.8,139.4,138.6,28.71,4.01,1,223
2006.0,74.4,0.34,0.25,0,2,3,61.71,74.4,0,9.44,1.89,1,267.47
1973.0,69.12,0.29,0.13,0.61,2.3,0,32.93,33.31,35.81,15.06,0,2,265.87
2005.0,103.1,0.37,0.26,0.34,2.2,3,92.35,51.6,51.5,11.54,4.4,2,233.65
1978.0,111.4,0.27,0.13,0.4,2,2,76.98,77.04,77.04,12.89,3.7,1,224.89
2004.0,79.98,,0.2,0.44,2.8,3,83.08,39.9,39.9,15.85,3.73,2,213.46
1955.0,87,1.78,2.3,0.65,5.7,0,42.57,105.81,55,15.62,0,2,534.38
1800.0,146.55,1.16,0.52,0.64,2.56,3,153.29,149.72,124.07,13.91,1.93,2,231.66
2007.0,97.71,0.45,0,0.31,2,1.3,67.04,0,97.71,13.45,1.85,1,139.48
1979.0,111.4,0.29,0.26,0.48,5.7,3,37.22,41.2,41.2,12.89,1.89,2,185.45
1987.0,144.82,0.6,0.24,0.64,3.42,3,155.84,81.4,91.23,46.93,3.99,2,207.2
1976.0,80.76,0.27,0.13,0.61,3.07,3,39.32,40.38,40.38,9.49,6.24,2,195.14
2003.0,102.18,0.27,0.13,0.41,2,2.91,86.9,102.18,102.18,16.93,4.38,1,206.39
1979.0,92.25,1.1,0.22,0.64,2.9,2.93,90.97,52.8,52.79,16.19,5.16,2,305.83
1969.0,73.37,1.16,0,0,2.8,1.36,49.61,0,0,8.62,1.85,1,268.09
1950.0,59.74,1.32,0.26,0,5.7,1.36,75.6,59.74,0,7.6,1.85,1,367.13
1979.0,142.49,1.1,0.13,0.57,2.7,3,100.56,142.49,142.49,29.32,5.69,1,321.02
1985.0,81.6,0.26,0.13,0.48,2.8,2.9,46.3,40.8,40.8,11.53,2.84,2,142.51
1977.0,146.83,0.4,0.15,0.55,1.9,3,119.54,142.84,146.82,36.48,2.45,1,255.9
1978.0,111.4,1.04,0.4,0.55,2.8,3,174.47,141.75,129.6,26.05,6.07,2,259.77
1938.0,130.79,1.26,2.3,0.49,2.02,2.96,99.53,130.79,130.79,20.56,3.36,1,769.06
1979.0,140.63,1.01,0.28,0.66,2.7,3,137.1,84.09,74.37,33.8,3.7,2,259.68
1980.0,87.74,0.37,0.13,0.57,2.8,3,82.92,43.87,43.87,13.31,2.11,2,275.33
2000.0,161.28,0.33,0.13,0.36,2.85,3,85.93,161.28,161.28,25.55,3.7,1,191.47
2006.0,73.84,0.37,0,0,3.3,0,34.64,0,0,22.24,0,1,157.45
2004.0,186.83,,0.21,0.44,2.2,3,158.32,115.64,110.88,41.56,5.55,2,170.75
2002.0,68.74,0.55,0.36,0.36,2.8,3,32.12,14,68.74,13.73,1.85,1,197.78
1994.0,122.84,0.31,0.13,0.49,3.1,3,66.18,56.93,56.93,52.42,3.7,3,188.28
1955.0,205.78,1.9,0.42,0.57,2.2,3,210.36,120.25,126.01,51.07,6.66,2,317.12
1988.0,75.76,0.6,0.49,0.48,3.45,3.9,46.76,38.44,37.87,8.72,1.81,2,336.22
2008.0,111.4,0.35,0,0,2.6,1.36,47.31,0,0,21.25,2,1,92.82
2016.0,114.3,0.15,0.11,0.12,1.3,1.4,88.62,57.8,57.8,24.04,2,2,52.56
1905.0,64.29,2.1,0,0.54,4.8,2.18,32.13,0,64.29,5.25,3.7,1,319.51
1949.0,79.32,0.28,0.41,0.9,2.2,2.88,106.46,40.42,39.66,12.45,3.84,2,422.48
1988.0,127.15,0.6,0.3,0.48,2.7,0,66.34,88.84,60.12,20.94,0,3,201.63
1980.0,111.4,0.24,0.13,0.55,2.8,2.9,103.81,72.43,72.43,23.73,1.81,2,139.49
2006.0,104.23,0.33,0.11,0,1.8,3,70.57,42.63,0,15.23,2.07,2,200.54
1990.0,76.62,0.6,0.4,0.48,2.7,3,36.68,38.31,38.31,14,1.85,2,233.56
1999.0,81.96,,0.13,0.41,2.8,3,80.26,40.98,40.98,7.7,3.7,2,202.22
